product link,apparel name,apparel image,item-price,type,brand
https://supervek.in/products/gnarly-baseball-cap?_fid=a5a3047a2,Gnarly Baseball Cap,https://supervek.in/cdn/shop/products/front_76d8854a-8877-43d3-bac7-26e8208628b7_1000x.jpg?v=1654772865,1195,headgear,Supervek
https://supervek.in/products/thunder-dad-cap-white?_fid=a5a3047a2,Thunder Dad Cap White,https://supervek.in/cdn/shop/files/Supervek8590-Edit_f37c026f-3fcc-4cf4-bb26-548edf3c0f2c_1000x.jpg?v=1699009313,895,headgear,Supervek
https://supervek.in/products/og-thunder-baseball-cap-brick-red?_fid=a5a3047a2,OG Thunder Baseball Cap,https://supervek.in/cdn/shop/files/1_d405f917-5d50-4cf9-a6d8-dd1804fe7222_1000x.jpg?v=1699000139,1495,headgear,Supervek
https://supervek.in/products/candy-baseball-cap?_fid=a5a3047a2,Candy Baseball Cap,https://supervek.in/cdn/shop/products/9_1000x.png?v=1654083596,1195,headgear,Supervek
https://supervek.in/products/thunder-dad-cap-pink?_fid=a5a3047a2,Thunder Dad Cap Pink,https://supervek.in/cdn/shop/files/Supervek8574-Edit_11948480-bdda-4a40-8462-7b1e5641ef7e_1000x.jpg?v=1699010545,895,headgear,Supervek
https://supervek.in/products/thunder-dad-cap-red?_fid=a5a3047a2,Thunder Dap Cap Red,https://supervek.in/cdn/shop/files/Supervek8564-Edit_11a9fad8-a772-4f83-b18f-e195aad75cd1_1000x.jpg?v=1699010684,895,headgear,Supervek
https://supervek.in/products/vekalien-baseball-cap-neongreen?_fid=a5a3047a2,Vekalien Baseball Cap Neon Green,https://supervek.in/cdn/shop/files/10_cec03f19-160b-4ec9-aa9a-32f57ec164dc_1000x.png?v=1700216912,1095,headgear,Supervek
https://supervek.in/products/classic-bucket-hat,Classic Bucket Hat,https://supervek.in/cdn/shop/products/black_1000x.jpg?v=1629205254,695,headgear,Supervek
https://supervek.in/products/snapback,OG Thunder Snapback,https://supervek.in/cdn/shop/products/1_464613a7-d27a-4eb2-9bcf-c9adaa230d7c_1000x.jpg?v=1650016866,995,headgear,Supervek
https://supervek.in/products/classic-veker-red-snapback-cap,Classic Veker Snapback,https://supervek.in/cdn/shop/products/1_3_1000x.jpg?v=1650975907,995,headgear,Supervek
https://supervek.in/products/trucker-caps,OG Thunder Trucker Cap,https://supervek.in/cdn/shop/products/Side2_2e701a20-9258-4c74-aae0-e256ccd25d54_1000x.jpg?v=1671861194,1095,headgear,Supervek
https://supervek.in/products/memento-mori-baseball-cap,Memento Mori Baseball Cap,https://supervek.in/cdn/shop/products/7_1000x.png?v=1654085440,1195,headgear,Supervek
https://supervek.in/products/lit-reversible-bucket-hat,Lit Reversible Bucket Hat,https://supervek.in/cdn/shop/products/Flame1_1000x.jpg?v=1624905401,1795,headgear,Supervek
https://supervek.in/products/alien-reversible-bucket-hat,Alien Reversible Bucket Hat,https://supervek.in/cdn/shop/products/Beanies_1000x.jpg?v=1638878836,1395,headgear,Supervek
https://supervek.in/products/bandana-reversible-bucket-hat,Bandana Reversible Bucket Hat,https://supervek.in/cdn/shop/products/32_1000x.jpg?v=1636524474,1495,headgear,Supervek
https://supervek.in/products/reversible-unisex-bucket-hat,Reversible Unisex Bucket Hat,https://supervek.in/cdn/shop/products/air1_1000x.jpg?v=1624907422,1195,headgear,Supervek
https://supervek.in/products/stickulture-5-panel-cap,Stickulture 5 Panel Cap,https://supervek.in/cdn/shop/products/4_42fb6b2a-ee86-49ce-b7f0-244310f28379_1000x.jpg?v=1624906849,995,headgear,Supervek
https://supervek.in/products/blazing-star-black-snapback-cap,Blazing Star Black Snapback,https://supervek.in/cdn/shop/products/front_dfe2c8da-0f8c-4bef-8384-41ae4868c550_1000x.jpg?v=1624903752,995,headgear,Supervek
https://supervek.in/products/checkered-reversible-bucket-hat,Checkered Reversible Bucket HAT,https://supervek.in/cdn/shop/products/check1_1000x.jpg?v=1624904114,1195,headgear,Supervek
https://supervek.in/products/reflective-reversible-bucket-hat,Reflective Reversible Bucket Hat,https://supervek.in/cdn/shop/products/air2_1000x.jpg?v=1624905956,1495,headgear,Supervek
https://supervek.in/products/tie-dye-5-panel-cap,Tie Dye 5 Panel Cap,https://supervek.in/cdn/shop/products/4_8f9c9f39-2933-49b2-86fd-04175f900282_1000x.jpg?v=1624907662,995,headgear,Supervek
https://supervek.in/products/tiger-trucker,Tiger Trucker Cap,https://supervek.in/cdn/shop/products/Side2_53727321-34e4-4750-8538-e0421df0282e_1000x.jpg?v=1650977551,1395,headgear,Supervek
https://supervek.in/products/trucker-black,Black Trucker Cap,https://supervek.in/cdn/shop/products/Side2_1_1000x.jpg?v=1650977558,1095,headgear,Supervek
https://supervek.in/products/tie-dye-reversible-bucket-hat,Tier Dye Reversible Bucket Hat,https://supervek.in/cdn/shop/products/3_1_f4c092fd-3864-42ed-8e6c-e756f172cd07_1000x.jpg?v=1630073078,1195,headgear,Supervek
https://supervek.in/products/vekalien-baseball-cap,Vekalien Baseball Cap,https://supervek.in/cdn/shop/products/6_1000x.png?v=1672642779,1095,headgear,Supervek
https://supervek.in/products/skate-life-reversible-bucket-hat,Skate Life Reversible Bucket Hat,https://supervek.in/cdn/shop/products/12_2_1000x.jpg?v=1629354034,1195,headgear,Supervek
https://supervek.in/products/gnarly-baseball-cap,Gnarly Baseball Cap,https://supervek.in/cdn/shop/products/front_76d8854a-8877-43d3-bac7-26e8208628b7_1000x.jpg?v=1654772865,1195,headgear,Supervek
https://supervek.in/products/classic-baseball-cap,Classic Baseball Cap,https://supervek.in/cdn/shop/products/3_1000x.png?v=1654773225,795,headgear,Supervek
